dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,spectral_distortion,lsd_db,retained_bandwidth_hz,hf_power_change_db,estimated_delay_samples,estimated_delay_ms
test-other,1947,6070,86744,26,mp3,32k,37.56385803222656,5.332785606384277,7281.25,-0.8090415660585326,0,0.0
test-other,1947,6070,86744,26,mp3,24k,72.90811920166016,7.253334999084473,5812.5,-3.1660270997481614,0,0.0
test-other,1947,6070,86744,26,mp3,16k,116.61811065673828,9.440845489501953,5562.5,-4.901226639809549,0,0.0
test-other,1947,6070,86744,26,opus,64k,2.975642442703247,1.5900005102157593,8000.0,-0.5660636390924506,0,0.0
test-other,1947,6070,86744,26,opus,32k,17.667760848999023,3.888662099838257,8000.0,-3.365194443858343,0,0.0
test-other,1947,6070,86744,26,opus,16k,32.22310256958008,5.370294094085693,8000.0,-3.019977261665498,0,0.0
test-other,1947,6070,86744,26,opus,12k,38.3015022277832,5.906698703765869,8000.0,-1.3505381454718326,0,0.0
test-other,1947,6070,86744,26,opus,8k,116.1833267211914,9.528582572937012,4468.75,-19.128910600479117,2,0.125
test-other,1947,6070,86744,26,opus,6k,118.89564514160156,9.742656707763672,4500.0,-17.01010375905109,2,0.125
test-other,315,2414,128292,25,mp3,128k,96.81461334228516,8.757946968078613,7281.25,-1.3670762518891089,0,0.0
test-other,315,2414,128292,25,mp3,64k,101.62290954589844,9.00641918182373,7281.25,-1.37667837815175,0,0.0
test-other,315,2414,128292,25,mp3,32k,139.1228790283203,10.707743644714355,7281.25,-1.0701248528366207,0,0.0
test-other,315,2414,128292,25,mp3,24k,382.1175231933594,17.58189582824707,5812.5,-4.335447091124643,0,0.0
test-other,315,2414,128292,25,mp3,16k,496.7385559082031,20.134931564331055,5562.5,-5.006523633571454,0,0.0
test-other,315,2414,128292,25,opus,64k,5.526143550872803,2.2726545333862305,8000.0,-0.8286519085524419,0,0.0
test-other,315,2414,128292,25,opus,32k,30.963356018066406,5.516109943389893,8000.0,-3.8645840121399946,0,0.0
test-other,315,2414,128292,25,opus,16k,48.559600830078125,6.909392356872559,8000.0,-3.5207160127365196,0,0.0
test-other,315,2414,128292,25,opus,12k,54.683841705322266,7.332289695739746,8000.0,-2.2089927361523403,0,0.0
test-other,315,2414,128292,25,opus,8k,535.858642578125,21.14656639099121,4500.0,-24.63245026611598,2,0.125
test-other,315,2414,128292,25,opus,6k,532.5232543945312,21.11138343811035,4500.0,-23.01243110730669,2,0.125
test-other,2573,8131,117016,18,mp3,128k,28.058509826660156,3.820387125015259,7250.0,-0.957378013863106,0,0.0
test-other,2573,8131,117016,18,mp3,64k,33.53689193725586,4.356927871704102,7250.0,-0.9433158852034497,0,0.0
test-other,2573,8131,117016,18,mp3,32k,62.987403869628906,6.146852493286133,7250.0,-0.8706132997501775,0,0.0
test-other,2573,8131,117016,18,mp3,24k,113.09239959716797,8.042760848999023,5781.25,-1.5751546841117057,0,0.0
test-other,2573,8131,117016,18,mp3,16k,161.4370574951172,9.636848449707031,5562.5,-3.049345804573924,0,0.0
test-other,2573,8131,117016,18,opus,64k,2.1658451557159424,1.1946269273757935,8000.0,-0.5199677459491814,0,0.0
test-other,2573,8131,117016,18,opus,32k,16.74898910522461,3.3276376724243164,8000.0,-2.753757222519624,0,0.0
test-other,2573,8131,117016,18,opus,16k,31.798954010009766,4.669703960418701,8000.0,-2.7229647528458174,0,0.0
test-other,2573,8131,117016,18,opus,12k,38.315067291259766,5.1733269691467285,8000.0,-2.142003679956212,0,0.0
test-other,2573,8131,117016,18,opus,8k,148.51913452148438,9.314125061035156,4343.75,-19.355222275992872,2,0.125
test-other,2573,8131,117016,18,opus,6k,151.9376220703125,9.537090301513672,4500.0,-17.51865904828895,2,0.125
test-other,2737,8188,269290,6,mp3,128k,7.762116432189941,2.1279664039611816,7281.25,-0.5855788674318364,0,0.0
test-other,2737,8188,269290,6,mp3,64k,10.188722610473633,2.5928397178649902,7281.25,-0.5293858200714147,0,0.0
test-other,2737,8188,269290,6,mp3,32k,26.19361114501953,4.5056867599487305,7281.25,-0.20026723316541667,0,0.0
test-other,2737,8188,269290,6,mp3,24k,56.68341827392578,6.525790691375732,5812.5,-1.5338048273549543,0,0.0
test-other,2737,8188,269290,6,mp3,16k,93.19940948486328,8.478791236877441,5531.25,-3.43846573528134,0,0.0
test-other,2737,8188,269290,6,opus,64k,2.5596656799316406,1.4921510219573975,8000.0,-0.18320624861717846,0,0.0
test-other,2737,8188,269290,6,opus,32k,15.500846862792969,3.6740622520446777,8000.0,-2.7141776839589045,0,0.0
test-other,2737,8188,269290,6,opus,16k,29.310585021972656,5.163314342498779,8000.0,-2.9319341485587525,0,0.0
test-other,2737,8188,269290,6,opus,12k,34.4903678894043,5.648924350738525,8000.0,-1.8728846333561313,0,0.0
test-other,2737,8188,269290,6,opus,8k,91.79146575927734,8.748580932617188,4812.5,-12.927471200210835,2,0.125
test-other,2737,8188,269290,6,opus,6k,95.17047882080078,8.964085578918457,4843.75,-10.741719640644877,2,0.125
test-other,1978,6128,63240,7,mp3,128k,12.62126636505127,2.596261501312256,7281.25,-1.1259710483114793,0,0.0
test-other,1978,6128,63240,7,mp3,64k,15.00445556640625,3.035377025604248,7281.25,-1.1236820880420137,0,0.0
test-other,1978,6128,63240,7,mp3,32k,30.699115753173828,4.747758865356445,7281.25,-0.9381585771455083,0,0.0
test-other,1978,6128,63240,7,mp3,24k,63.89438247680664,6.615042209625244,5812.5,-4.395645234385981,0,0.0
test-other,1978,6128,63240,7,mp3,16k,92.5832748413086,8.224213600158691,5562.5,-5.592123172753003,0,0.0
test-other,1978,6128,63240,7,opus,64k,2.5803802013397217,1.4726169109344482,8000.0,-0.6741319235396481,0,0.0
test-other,1978,6128,63240,7,opus,32k,15.811738014221191,3.6493897438049316,8000.0,-3.5330089270032112,0,0.0
test-other,1978,6128,63240,7,opus,16k,28.24863624572754,5.004322528839111,8000.0,-2.8972470975016096,0,0.0
test-other,1978,6128,63240,7,opus,12k,33.35980987548828,5.481508255004883,8000.0,-1.2086815273963185,0,0.0
test-other,1978,6128,63240,7,opus,8k,90.88118743896484,8.256048202514648,4843.75,-14.099173485972154,2,0.125
test-other,1978,6128,63240,7,opus,6k,93.84207153320312,8.509801864624023,4875.0,-11.552504558417564,2,0.125
test-other,2574,8131,117016,19,mp3,128k,19.203678131103516,2.9856350421905518,7281.25,-0.5722830279319766,0,0.0
test-other,2574,8131,117016,19,mp3,64k,23.545564651489258,3.4876227378845215,7281.25,-0.45341898024720745,0,0.0
test-other,2574,8131,117016,19,mp3,32k,45.446773529052734,5.120217800140381,7281.25,-0.27835037547386854,0,0.0
test-other,2574,8131,117016,19,mp3,24k,87.66302490234375,6.9398322105407715,5812.5,-1.151793064804226,0,0.0
test-other,2574,8131,117016,19,mp3,16k,129.2867889404297,8.516705513000488,5531.25,-1.815037967983929,0,0.0
test-other,2574,8131,117016,19,opus,64k,1.8112655878067017,1.0350695848464966,8000.0,-0.18463964700607238,0,0.0
test-other,2574,8131,117016,19,opus,32k,15.535006523132324,3.078084945678711,8000.0,-3.411120475214786,0,0.0
test-other,2574,8131,117016,19,opus,16k,29.077299118041992,4.3478546142578125,8000.0,-2.7395262024467386,0,0.0
test-other,2574,8131,117016,19,opus,12k,35.12361526489258,4.850870132446289,8000.0,-0.4960895090346418,0,0.0
test-other,2574,8131,117016,19,opus,8k,121.26319122314453,8.24311351776123,4656.25,-13.95828498333402,2,0.125
test-other,2574,8131,117016,19,opus,6k,124.94417572021484,8.510571479797363,4656.25,-11.262554415085004,2,0.125
test-other,2301,7105,2340,19,mp3,128k,36.06639862060547,4.830350399017334,7281.25,-0.6040126519518986,0,0.0
test-other,2301,7105,2340,19,mp3,64k,40.40015411376953,5.271612167358398,7281.25,-0.5928982949546088,0,0.0
test-other,2301,7105,2340,19,mp3,32k,68.74605560302734,7.262243747711182,7281.25,-0.465298013770611,0,0.0
test-other,2301,7105,2340,19,mp3,24k,157.4495391845703,10.75847339630127,5812.5,-1.1688633352596536,0,0.0
test-other,2301,7105,2340,19,mp3,16k,224.65003967285156,13.033095359802246,5531.25,-1.4388590751144927,0,0.0
test-other,2301,7105,2340,19,opus,64k,3.7582812309265137,1.7811176776885986,8000.0,-0.1121615534384329,0,0.0
test-other,2301,7105,2340,19,opus,32k,20.228891372680664,4.2006916999816895,8000.0,-2.801155871143279,0,0.0
test-other,2301,7105,2340,19,opus,16k,36.269229888916016,5.734552383422852,8000.0,-2.479081896847009,0,0.0
test-other,2301,7105,2340,19,opus,12k,41.324493408203125,6.174228191375732,8000.0,-1.7193015928864253,0,0.0
test-other,2301,7105,2340,19,opus,8k,225.66024780273438,13.14410400390625,4625.0,-16.282861654668814,2,0.125
test-other,2301,7105,2340,19,opus,6k,226.90530395507812,13.280813217163086,4718.75,-14.347859455246535,2,0.125
test-other,396,2609,156975,35,mp3,128k,55.565879821777344,7.022278785705566,7281.25,-0.8076275305424372,0,0.0
test-other,396,2609,156975,35,mp3,64k,60.0285530090332,7.352794170379639,7281.25,-0.8129850220847957,0,0.0
test-other,396,2609,156975,35,mp3,32k,94.0142593383789,9.343653678894043,7281.25,-0.30393954712799803,0,0.0
test-other,396,2609,156975,35,mp3,24k,236.7865753173828,14.762767791748047,5812.5,-1.6006773567794954,0,0.0
test-other,396,2609,156975,35,mp3,16k,389.7704772949219,19.070199966430664,5562.5,-4.131627689585014,0,0.0
test-other,396,2609,156975,35,opus,64k,4.541252613067627,2.0786330699920654,8000.0,-0.3157937256403194,0,0.0
test-other,396,2609,156975,35,opus,32k,33.899417877197266,5.785724639892578,8000.0,-3.3008658545853087,0,0.0
test-other,396,2609,156975,35,opus,16k,50.14289474487305,7.054406642913818,8000.0,-2.782216579332764,0,0.0
test-other,396,2609,156975,35,opus,12k,53.10755920410156,7.2595720291137695,8000.0,-1.3091288146872035,0,0.0
test-other,396,2609,156975,35,opus,8k,357.6388244628906,18.258209228515625,4687.5,-15.798487834356852,2,0.125
test-other,396,2609,156975,35,opus,6k,354.0123596191406,18.173364639282227,4812.5,-13.081648502180078,2,0.125
test-other,2167,6938,70848,10,mp3,128k,46.616249084472656,5.761986255645752,7281.25,-0.7106700201151357,0,0.0
test-other,2167,6938,70848,10,mp3,64k,51.810176849365234,6.253566265106201,7281.25,-0.7043619490386527,0,0.0
test-other,2167,6938,70848,10,mp3,32k,87.89093017578125,8.585897445678711,7312.5,-0.0426665628347154,0,0.0
test-other,2167,6938,70848,10,mp3,24k,203.8322296142578,12.7745361328125,5812.5,-1.8135612003134187,0,0.0
test-other,2167,6938,70848,10,mp3,16k,291.3182067871094,15.466389656066895,5562.5,-3.258948235113052,0,0.0
test-other,2167,6938,70848,10,opus,64k,4.286921977996826,2.0041394233703613,8000.0,-0.3364009325409151,0,0.0
test-other,2167,6938,70848,10,opus,32k,22.914939880371094,4.678907871246338,8000.0,-2.465346077216643,0,0.0
test-other,2167,6938,70848,10,opus,16k,41.18318557739258,6.310377597808838,8000.0,-2.7161673164778404,0,0.0
test-other,2167,6938,70848,10,opus,12k,46.799049377441406,6.734097003936768,8000.0,-1.8695882538379396,0,0.0
test-other,2167,6938,70848,10,opus,8k,302.833740234375,15.813567161560059,4687.5,-18.896700834523166,2,0.125
test-other,2167,6938,70848,10,opus,6k,304.14532470703125,15.905823707580566,4750.0,-15.470836711126612,2,0.125
test-other,2763,8188,269290,32,mp3,128k,10.679250717163086,2.4975109100341797,7281.25,-0.5180480613119683,0,0.0
test-other,2763,8188,269290,32,mp3,64k,13.461005210876465,2.997498035430908,7281.25,-0.5154351999350286,0,0.0
test-other,2763,8188,269290,32,mp3,32k,32.05694580078125,5.082140922546387,7281.25,-0.34411520652264316,0,0.0
test-other,2763,8188,269290,32,mp3,24k,76.32323455810547,7.517561912536621,5781.25,-0.8601754230226317,0,0.0
test-other,2763,8188,269290,32,mp3,16k,123.97990417480469,9.644664764404297,5562.5,-1.771463237490489,0,0.0
test-other,2763,8188,269290,32,opus,64k,2.965040683746338,1.6665631532669067,8000.0,-0.10585231505372729,0,0.0
test-other,2763,8188,269290,32,opus,32k,18.35271644592285,4.136112213134766,8000.0,-2.5119561071058993,0,0.0
test-other,2763,8188,269290,32,opus,16k,32.65677261352539,5.583123683929443,8000.0,-2.5028520424388723,0,0.0
test-other,2763,8188,269290,32,opus,12k,37.04113006591797,5.971264362335205,8000.0,-1.7811567823073047,0,0.0
test-other,2763,8188,269290,32,opus,8k,125.85513305664062,10.110960960388184,4781.25,-12.67656126482139,2,0.125
test-other,2763,8188,269290,32,opus,6k,127.89090728759766,10.271171569824219,4843.75,-10.298833451112063,2,0.125
test-other,536,3005,163399,19,mp3,128k,28.90513801574707,4.148983001708984,7281.25,-0.6587865327377794,0,0.0
test-other,536,3005,163399,19,mp3,64k,32.594085693359375,4.640308380126953,7281.25,-0.6314816894651738,0,0.0
test-other,536,3005,163399,19,mp3,32k,58.69990158081055,6.6810832023620605,7281.25,-0.22524989965027808,0,0.0
test-other,536,3005,163399,19,mp3,24k,141.62139892578125,10.19395923614502,5781.25,-0.5082799708021858,0,0.0
test-other,536,3005,163399,19,mp3,16k,209.90716552734375,12.59199333190918,5562.5,-2.0558120245289104,0,0.0
test-other,536,3005,163399,19,opus,64k,2.852752208709717,1.5265122652053833,8000.0,-0.22907891374555361,0,0.0
test-other,536,3005,163399,19,opus,32k,19.138172149658203,4.140617847442627,8000.0,-2.1933031147413096,0,0.0
test-other,536,3005,163399,19,opus,16k,33.880455017089844,5.580191135406494,8000.0,-2.6350785759371362,0,0.0
test-other,536,3005,163399,19,opus,12k,38.227867126464844,5.980507850646973,8000.0,-2.6111742146779453,0,0.0
test-other,536,3005,163399,19,opus,8k,203.14447021484375,12.364015579223633,4625.0,-16.644146104761205,2,0.125
test-other,536,3005,163399,19,opus,6k,203.43698120117188,12.501144409179688,4625.0,-15.029464782016156,2,0.125
test-other,1536,4852,28330,6,mp3,128k,20.194643020629883,3.2379963397979736,7281.25,-0.9973472560305077,0,0.0
test-other,1536,4852,28330,6,mp3,64k,23.6047420501709,3.8013076782226562,7281.25,-0.9964179500508472,0,0.0
test-other,1536,4852,28330,6,mp3,32k,42.851524353027344,5.594862937927246,7281.25,-0.7769833032468629,0,0.0
test-other,1536,4852,28330,6,mp3,24k,93.22489929199219,8.057954788208008,5812.5,-2.269628402756199,0,0.0
test-other,1536,4852,28330,6,mp3,16k,140.32559204101562,10.189620018005371,5562.5,-3.637973201596826,0,0.0
test-other,1536,4852,28330,6,opus,64k,3.2821805477142334,1.6614779233932495,8000.0,-0.44560594524576225,0,0.0
test-other,1536,4852,28330,6,opus,32k,17.758214950561523,3.854663372039795,8000.0,-3.424712803184665,0,0.0
test-other,1536,4852,28330,6,opus,16k,32.01197052001953,5.339657783508301,8000.0,-2.891447617938393,0,0.0
test-other,1536,4852,28330,6,opus,12k,38.64936447143555,5.925622940063477,8000.0,-1.6276420377765197,0,0.0
test-other,1536,4852,28330,6,opus,8k,140.26724243164062,10.157196044921875,4687.5,-11.662404429170241,2,0.125
test-other,1536,4852,28330,6,opus,6k,146.25216674804688,10.533482551574707,4687.5,-10.89297892355808,2,0.125
test-other,844,3538,142836,18,mp3,128k,6.000998497009277,2.2622463703155518,7281.25,-0.4488849149490595,0,0.0
test-other,844,3538,142836,18,mp3,64k,8.271149635314941,2.6918156147003174,7281.25,-0.448901120162958,0,0.0
test-other,844,3538,142836,18,mp3,32k,24.54798126220703,4.688955783843994,7281.25,-0.5014512458573366,0,0.0
test-other,844,3538,142836,18,mp3,24k,55.55190658569336,6.909237384796143,5812.5,-0.5196529961334408,0,0.0
test-other,844,3538,142836,18,mp3,16k,97.16787719726562,9.164101600646973,5562.5,-1.2641559276592595,0,0.0
test-other,844,3538,142836,18,opus,64k,2.867489814758301,1.61973237991333,8000.0,-0.05809754380625302,0,0.0
test-other,844,3538,142836,18,opus,32k,20.71647071838379,4.499395370483398,8000.0,-2.1516429130912265,0,0.0
test-other,844,3538,142836,18,opus,16k,34.783878326416016,5.8390092849731445,8000.0,-2.03313803106571,0,0.0
test-other,844,3538,142836,18,opus,12k,40.26662826538086,6.278129577636719,8000.0,-1.1665644851794326,0,0.0
test-other,844,3538,142836,18,opus,8k,136.1274871826172,10.89444637298584,4375.0,-15.878244531630813,2,0.125
test-other,844,3538,142836,18,opus,6k,137.33651733398438,10.97362232208252,4406.25,-14.74745717225153,2,0.125
test-other,2408,7902,96594,12,mp3,128k,0.23018504679203033,0.3346562087535858,7281.25,-0.6817291390613673,0,0.0
test-other,2408,7902,96594,12,mp3,64k,0.9403346180915833,0.6892200112342834,7281.25,-0.40675902002158204,0,0.0
test-other,2408,7902,96594,12,mp3,32k,4.304445266723633,1.5237478017807007,7125.0,-0.46300680980466696,0,0.0
test-other,2408,7902,96594,12,mp3,24k,7.588453769683838,2.026512384414673,5718.75,-2.902273361986868,0,0.0
test-other,2408,7902,96594,12,mp3,16k,16.219905853271484,3.052640199661255,5468.75,-9.219912588165386,0,0.0
test-other,2408,7902,96594,12,opus,64k,0.738750696182251,0.654554009437561,8000.0,-0.18961922049451882,0,0.0
test-other,2408,7902,96594,12,opus,32k,3.25004243850708,1.4162050485610962,8000.0,-1.2430927526219078,0,0.0
test-other,2408,7902,96594,12,opus,16k,11.534607887268066,2.6909196376800537,8000.0,1.2243453096361547,0,0.0
test-other,2408,7902,96594,12,opus,12k,18.662403106689453,3.4345040321350098,8000.0,3.2130976097048753,0,0.0
test-other,2408,7902,96594,12,opus,8k,17.57558250427246,3.3549466133117676,5218.75,-11.56243676084651,2,0.125
test-other,2408,7902,96594,12,opus,6k,21.126201629638672,3.7029216289520264,5218.75,-10.890649268476478,2,0.125
test-other,1447,4852,28311,4,mp3,128k,20.36135482788086,3.1015686988830566,7281.25,-1.0867938317891142,0,0.0
test-other,1447,4852,28311,4,mp3,64k,23.074779510498047,3.468662977218628,7281.25,-1.0914299559924303,0,0.0
test-other,1447,4852,28311,4,mp3,32k,39.70907974243164,4.989065647125244,7281.25,-0.7603165960187737,0,0.0
test-other,1447,4852,28311,4,mp3,24k,89.03623962402344,7.293834209442139,5812.5,-2.9045142936985417,0,0.0
test-other,1447,4852,28311,4,mp3,16k,128.04164123535156,8.89798355102539,5562.5,-4.786052468884391,0,0.0
test-other,1447,4852,28311,4,opus,64k,3.197441816329956,1.5246944427490234,8000.0,-0.5158415889834707,0,0.0
test-other,1447,4852,28311,4,opus,32k,17.947002410888672,3.6496005058288574,8000.0,-3.1499737140227406,0,0.0
test-other,1447,4852,28311,4,opus,16k,31.84510040283203,4.9814043045043945,8000.0,-2.68175414621256,0,0.0
test-other,1447,4852,28311,4,opus,12k,36.93222427368164,5.423107147216797,8000.0,-1.3381017259784092,0,0.0
test-other,1447,4852,28311,4,opus,8k,141.84609985351562,9.705798149108887,4593.75,-14.865978010715931,2,0.125
test-other,1447,4852,28311,4,opus,6k,145.05918884277344,9.962298393249512,4625.0,-10.80201896692984,2,0.125
test-other,1500,4852,28312,30,mp3,128k,17.320470809936523,3.097787380218506,7312.5,-0.724843648152187,0,0.0
test-other,1500,4852,28312,30,mp3,64k,20.833332061767578,3.687957286834717,7281.25,-0.6858981493453785,0,0.0
test-other,1500,4852,28312,30,mp3,32k,44.15287399291992,5.76981782913208,7281.25,-0.6771435616902372,0,0.0
test-other,1500,4852,28312,30,mp3,24k,90.9144515991211,8.164755821228027,5812.5,-2.1817622378749046,0,0.0
test-other,1500,4852,28312,30,mp3,16k,137.9814453125,10.426716804504395,5562.5,-3.1339365634436116,0,0.0
test-other,1500,4852,28312,30,opus,64k,3.5762815475463867,1.767014980316162,8000.0,-0.21928734934975103,0,0.0
test-other,1500,4852,28312,30,opus,32k,19.406919479370117,4.121522903442383,8000.0,-2.7637114075379934,0,0.0
test-other,1500,4852,28312,30,opus,16k,36.38805389404297,5.7923455238342285,8000.0,-2.667138047361756,0,0.0
test-other,1500,4852,28312,30,opus,12k,42.738525390625,6.327243804931641,8000.0,-1.7628391757217483,0,0.0
test-other,1500,4852,28312,30,opus,8k,134.4486846923828,10.31885814666748,4687.5,-10.253550779166506,2,0.125
test-other,1500,4852,28312,30,opus,6k,140.57858276367188,10.68102741241455,4687.5,-9.540879056946615,2,0.125
test-other,1739,5484,24317,7,mp3,128k,25.456218719482422,4.135655403137207,7312.5,-0.8449301054077447,0,0.0
test-other,1739,5484,24317,7,mp3,64k,28.91258430480957,4.567843437194824,7281.25,-0.8328917398509221,0,0.0
test-other,1739,5484,24317,7,mp3,32k,53.1744384765625,6.596038341522217,7281.25,-0.4698412314829993,0,0.0
test-other,1739,5484,24317,7,mp3,24k,113.58565521240234,9.382726669311523,5812.5,-2.5544723712804087,0,0.0
test-other,1739,5484,24317,7,mp3,16k,162.95533752441406,11.388869285583496,5562.5,-3.444180224876125,0,0.0
test-other,1739,5484,24317,7,opus,64k,3.1659700870513916,1.7046256065368652,8000.0,-0.4321739577267777,0,0.0
test-other,1739,5484,24317,7,opus,32k,20.050241470336914,4.288943767547607,8000.0,-3.1733610740972624,0,0.0
test-other,1739,5484,24317,7,opus,16k,35.07421875,5.741527080535889,8000.0,-2.8464255031521275,0,0.0
test-other,1739,5484,24317,7,opus,12k,40.02742004394531,6.171191692352295,8000.0,-1.8344159096276074,0,0.0
test-other,1739,5484,24317,7,opus,8k,173.81851196289062,11.829898834228516,4656.25,-19.908876464369552,2,0.125
test-other,1739,5484,24317,7,opus,6k,176.37301635742188,11.992157936096191,4687.5,-18.305926114285654,2,0.125
test-other,2186,6938,70848,29,mp3,128k,30.441987991333008,4.701924800872803,7281.25,-0.6205525638684692,0,0.0
test-other,2186,6938,70848,29,mp3,64k,35.223384857177734,5.231771469116211,7281.25,-0.6272084967214692,0,0.0
test-other,2186,6938,70848,29,mp3,32k,67.47573852539062,7.665672779083252,7281.25,-0.07406292394840656,0,0.0
test-other,2186,6938,70848,29,mp3,24k,152.7928924560547,11.321032524108887,5812.5,-1.2079043364382807,0,0.0
test-other,2186,6938,70848,29,mp3,16k,246.5052947998047,14.305479049682617,5562.5,-2.8776563519069702,0,0.0
test-other,2186,6938,70848,29,opus,64k,4.847021579742432,2.1364200115203857,8000.0,-0.19806219538792197,0,0.0
test-other,2186,6938,70848,29,opus,32k,23.74481773376465,4.796713352203369,8000.0,-2.061636976690595,0,0.0
test-other,2186,6938,70848,29,opus,16k,41.22677230834961,6.347282409667969,8000.0,-2.5693118841620546,0,0.0
test-other,2186,6938,70848,29,opus,12k,46.90361404418945,6.7793426513671875,8000.0,-2.2345402917210713,0,0.0
test-other,2186,6938,70848,29,opus,8k,229.19781494140625,14.055761337280273,4687.5,-16.34854479434854,2,0.125
test-other,2186,6938,70848,29,opus,6k,229.79998779296875,14.095361709594727,4781.25,-13.659460410548208,2,0.125
test-other,2306,7105,2340,24,mp3,128k,37.833091735839844,5.1305389404296875,7281.25,-0.9292464708348507,0,0.0
test-other,2306,7105,2340,24,mp3,64k,41.8835334777832,5.54243803024292,7281.25,-0.9199871215734369,0,0.0
test-other,2306,7105,2340,24,mp3,32k,73.99324035644531,7.72096586227417,7281.25,-0.4705225923695596,0,0.0
test-other,2306,7105,2340,24,mp3,24k,177.91014099121094,11.705314636230469,5812.5,-3.929014183717933,0,0.0
test-other,2306,7105,2340,24,mp3,16k,261.5762939453125,14.3422212600708,5562.5,-6.50369688983306,0,0.0
test-other,2306,7105,2340,24,opus,64k,3.9730987548828125,1.8726345300674438,8000.0,-0.5141605319947924,0,0.0
test-other,2306,7105,2340,24,opus,32k,24.064653396606445,4.666129112243652,8000.0,-3.5585603204074046,0,0.0
test-other,2306,7105,2340,24,opus,16k,40.69081497192383,6.154155731201172,8000.0,-3.2833150848498818,0,0.0
test-other,2306,7105,2340,24,opus,12k,45.77642822265625,6.566487789154053,8000.0,-1.940674979210616,0,0.0
test-other,2306,7105,2340,24,opus,8k,259.6214904785156,14.332853317260742,4562.5,-24.361009076671508,2,0.125
test-other,2306,7105,2340,24,opus,6k,260.23663330078125,14.418355941772461,4593.75,-22.163411074348893,2,0.125
test-other,1862,5764,299665,58,mp3,128k,26.612815856933594,4.018857479095459,7281.25,-1.060651679746131,0,0.0
test-other,1862,5764,299665,58,mp3,64k,29.992446899414062,4.4754743576049805,7281.25,-1.023895547859744,0,0.0
test-other,1862,5764,299665,58,mp3,32k,50.30594253540039,6.263257026672363,7281.25,-0.7273641883586783,0,0.0
test-other,1862,5764,299665,58,mp3,24k,104.92487335205078,8.78335189819336,5812.5,-1.8110920134310884,0,0.0
test-other,1862,5764,299665,58,mp3,16k,168.83631896972656,11.259342193603516,5531.25,-3.8594097872721256,0,0.0
test-other,1862,5764,299665,58,opus,64k,2.948270797729492,1.5942656993865967,8000.0,-0.49217723383904544,0,0.0
test-other,1862,5764,299665,58,opus,32k,18.209287643432617,4.035408020019531,8000.0,-2.439823304655978,0,0.0
test-other,1862,5764,299665,58,opus,16k,32.61652755737305,5.476345539093018,8000.0,-2.28027848036609,0,0.0
test-other,1862,5764,299665,58,opus,12k,37.98170471191406,5.948011875152588,8000.0,-1.5351602045689106,0,0.0
test-other,1862,5764,299665,58,opus,8k,146.1826171875,10.59567928314209,4625.0,-13.776521399035273,2,0.125
test-other,1862,5764,299665,58,opus,6k,149.41241455078125,10.83962345123291,4656.25,-14.273362012408665,2,0.125
test-other,831,3538,142836,5,mp3,128k,2.3271095752716064,1.181696891784668,7312.5,-0.45912695521071933,0,0.0
test-other,831,3538,142836,5,mp3,64k,4.409623146057129,1.820955514907837,7281.25,-0.44681831863048094,0,0.0
test-other,831,3538,142836,5,mp3,32k,18.458091735839844,4.014734268188477,7281.25,-0.31053141905834963,0,0.0
test-other,831,3538,142836,5,mp3,24k,37.171966552734375,5.559722900390625,5781.25,-1.0270906857915902,0,0.0
test-other,831,3538,142836,5,mp3,16k,71.34517669677734,7.770599365234375,5562.5,-1.859921678647036,0,0.0
test-other,831,3538,142836,5,opus,64k,2.242644786834717,1.4059152603149414,8000.0,-9.368721758812648e-05,0,0.0
test-other,831,3538,142836,5,opus,32k,11.872315406799316,3.337881565093994,8000.0,-1.4718525951828618,0,0.0
test-other,831,3538,142836,5,opus,16k,24.212379455566406,4.824789047241211,8000.0,-1.6283498640546403,0,0.0
test-other,831,3538,142836,5,opus,12k,29.69451141357422,5.351284503936768,8000.0,-1.758719791543688,0,0.0
test-other,831,3538,142836,5,opus,8k,83.13042449951172,8.452781677246094,4593.75,-14.417511613030129,2,0.125
test-other,831,3538,142836,5,opus,6k,86.00181579589844,8.637870788574219,4625.0,-12.767079604419546,2,0.125
test-other,1735,5484,24317,3,mp3,128k,50.56250762939453,6.433797836303711,7312.5,-0.5787558340004694,0,0.0
test-other,1735,5484,24317,3,mp3,64k,55.719825744628906,6.856259822845459,7312.5,-0.5777919569359486,0,0.0
test-other,1735,5484,24317,3,mp3,32k,92.69117736816406,9.112930297851562,7312.5,-0.22886227370452467,0,0.0
test-other,1735,5484,24317,3,mp3,24k,223.8543701171875,13.763718605041504,5812.5,-1.7900852464733927,0,0.0
test-other,1735,5484,24317,3,mp3,16k,319.0650329589844,16.599637985229492,5562.5,-2.320481782112565,0,0.0
test-other,1735,5484,24317,3,opus,64k,4.453968048095703,2.058634042739868,8000.0,-0.22741093072460225,0,0.0
test-other,1735,5484,24317,3,opus,32k,27.793575286865234,5.221043586730957,8000.0,-2.9202341752731082,0,0.0
test-other,1735,5484,24317,3,opus,16k,46.220211029052734,6.751097202301025,8000.0,-3.293926860620294,0,0.0
test-other,1735,5484,24317,3,opus,12k,51.64659881591797,7.144887924194336,8000.0,-2.0616570853624268,0,0.0
test-other,1735,5484,24317,3,opus,8k,338.475341796875,17.124923706054688,4625.0,-17.20596196432417,2,0.125
