dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,drift_conv,sdrift_conv,drift_layer_1,sdrift_layer_1,drift_layer_2,sdrift_layer_2,drift_layer_3,sdrift_layer_3,drift_layer_4,sdrift_layer_4,drift_layer_5,sdrift_layer_5,drift_layer_6,sdrift_layer_6,drift_layer_7,sdrift_layer_7,drift_layer_8,sdrift_layer_8,drift_layer_9,sdrift_layer_9,drift_layer_10,sdrift_layer_10,drift_layer_11,sdrift_layer_11,drift_layer_12,sdrift_layer_12
test-other,2303,7105,2340,21,mp3,64k,0.0159016,0.0167519,0.0119305,0.0158533,0.0111871,0.0163016,0.00953311,0.0149168,0.00677359,0.00972134,0.00570846,0.00789893,0.00692779,0.00939929,0.00546145,0.00707692,0.00525302,0.00687665,0.00464308,0.00652128,0.002626,0.00510514,0.000105441,0.00491846,0.00363475,0.00835073
test-other,2303,7105,2340,21,mp3,32k,0.0674824,0.0704012,0.0559873,0.0764966,0.052365,0.0786176,0.0478252,0.0754097,0.0376235,0.0562041,0.0308328,0.0415428,0.0333719,0.0440121,0.0262053,0.0344022,0.022722,0.0295398,0.0190953,0.0272136,0.0126516,0.0226324,0.000917614,0.0319002,0.022573,0.0456646
test-other,2303,7105,2340,21,mp3,24k,0.120686,0.12472,0.107224,0.145283,0.109999,0.16661,0.10183,0.160099,0.0832853,0.126493,0.0667999,0.0919136,0.0590705,0.0788487,0.049498,0.0658598,0.0411425,0.05388,0.0375327,0.0548553,0.0236399,0.0409663,0.00168961,0.058939,0.0396231,0.0724186
test-other,2303,7105,2340,21,mp3,16k,0.208072,0.213258,0.195254,0.255843,0.204995,0.298941,0.193036,0.295995,0.163164,0.253455,0.137656,0.198621,0.129125,0.179109,0.112037,0.151683,0.0964429,0.128642,0.0889366,0.128166,0.0683436,0.111544,0.00614119,0.166252,0.0944889,0.167341
test-other,2303,7105,2340,21,opus,64k,0.00533229,0.00569195,0.00352263,0.00500715,0.00299805,0.00455004,0.00250596,0.00389755,0.00192124,0.00280136,0.00238079,0.0032478,0.00388521,0.0053162,0.00293535,0.00345802,0.00298631,0.00327694,0.00262505,0.00340527,0.00154203,0.00312215,4.46439e-05,0.00263321,0.00254196,0.00486642
test-other,2303,7105,2340,21,opus,32k,0.0336677,0.03594,0.0191714,0.0261191,0.017347,0.0257668,0.0162541,0.0256094,0.0145283,0.0213304,0.0150752,0.0196038,0.0163382,0.0213994,0.0150938,0.0193806,0.0148397,0.0188954,0.0130363,0.0187829,0.00727981,0.0141448,0.000289917,0.0137789,0.0084188,0.0165305
test-other,2303,7105,2340,21,opus,16k,0.0814756,0.0864769,0.0571007,0.079171,0.052151,0.0792884,0.0472954,0.0746194,0.0382074,0.0562221,0.0288721,0.0395454,0.0259339,0.0344342,0.0220798,0.0291603,0.0194903,0.0255021,0.0168563,0.0241269,0.0108316,0.0187578,0.000831962,0.0283342,0.0247661,0.0467144
test-other,2303,7105,2340,21,opus,12k,0.117812,0.124846,0.0865323,0.119836,0.0817149,0.124153,0.0761559,0.120494,0.0641617,0.0968723,0.053643,0.0733443,0.0493401,0.064928,0.0390136,0.0501797,0.0330364,0.0418177,0.0264943,0.035844,0.0177193,0.030746,0.00126034,0.0424465,0.0308519,0.0565738
test-other,2303,7105,2340,21,opus,8k,0.268758,0.277948,0.213349,0.279839,0.216798,0.315869,0.2081,0.319552,0.189457,0.293697,0.164854,0.236368,0.159968,0.223292,0.15179,0.209536,0.139971,0.189612,0.134842,0.192621,0.124715,0.194859,0.01487,0.283872,0.154777,0.271916
test-other,2303,7105,2340,21,opus,6k,0.344886,0.357441,0.285591,0.373588,0.28566,0.413886,0.276762,0.424676,0.248004,0.387983,0.220322,0.320421,0.213854,0.304453,0.209223,0.290192,0.194908,0.266769,0.180392,0.254056,0.173221,0.26081,0.0288929,0.387006,0.21227,0.355531
test-other,2833,8280,266249,32,mp3,128k,0.0111185,0.0116987,0.008398,0.011242,0.00773966,0.0115734,0.00674617,0.0103601,0.00586045,0.0100046,0.00511551,0.0082137,0.00663465,0.0103636,0.00602692,0.0086444,0.00511199,0.00685638,0.00319541,0.00449097,0.00211847,0.00330496,0.00031215,0.00741613,0.0043202,0.00990433
test-other,2833,8280,266249,32,mp3,64k,0.0144522,0.015173,0.0112934,0.0152677,0.0102776,0.0156084,0.00897932,0.0140549,0.00780553,0.0131255,0.00680161,0.0106286,0.00822788,0.0128633,0.00761384,0.0110602,0.00695223,0.0094468,0.0057258,0.0081591,0.00578785,0.00816101,0.00160646,0.020771,0.0182509,0.0403848
test-other,2833,8280,266249,32,mp3,32k,0.0567551,0.0591353,0.0471088,0.0642112,0.0448912,0.0675984,0.0438146,0.067728,0.0422152,0.0715349,0.042127,0.065229,0.0431961,0.064113,0.0386776,0.056159,0.0399156,0.0552295,0.0318041,0.0473879,0.0238742,0.0437111,0.00393152,0.0411918,0.0236782,0.0540714
test-other,2833,8280,266249,32,mp3,24k,0.120752,0.124675,0.105467,0.138821,0.102193,0.150068,0.09803,0.146031,0.0979504,0.153552,0.0879251,0.127637,0.0869794,0.119799,0.0770921,0.10591,0.0774685,0.104111,0.0638215,0.093217,0.0488492,0.087092,0.00532132,0.0784714,0.0468943,0.0934337
test-other,2833,8280,266249,32,mp3,16k,0.204327,0.211531,0.178467,0.229961,0.179111,0.253377,0.1662,0.247275,0.163119,0.254848,0.145456,0.217105,0.128038,0.182159,0.103285,0.1475,0.0913246,0.134078,0.0679799,0.102401,0.0440485,0.0767103,0.00724715,0.0818824,0.0520173,0.10942
test-other,2833,8280,266249,32,opus,64k,0.00379676,0.00405449,0.00249434,0.0034011,0.00216311,0.00317764,0.00211012,0.00308657,0.00261724,0.00441033,0.00438213,0.00770533,0.00854462,0.0142234,0.0100023,0.0146431,0.0156371,0.0191905,0.0141621,0.0206223,0.0104326,0.0232443,0.0001297,0.00768864,0.00149632,0.00545818
test-other,2833,8280,266249,32,opus,32k,0.0325165,0.0340336,0.0216974,0.0292974,0.0201316,0.0290096,0.0222162,0.0320697,0.0251761,0.0406222,0.0284758,0.0431366,0.0383922,0.0554098,0.0372138,0.0507957,0.0397469,0.0492701,0.0318771,0.0465751,0.0203357,0.0422167,0.00107431,0.0234426,0.0112129,0.0261852
test-other,2833,8280,266249,32,opus,16k,0.098749,0.103291,0.0689844,0.0908567,0.0610216,0.0875732,0.0582048,0.0822405,0.058037,0.0854388,0.0538729,0.0744854,0.0532414,0.0710635,0.0517201,0.0695791,0.0559646,0.0716945,0.0469279,0.0667767,0.0323631,0.0636794,0.00417358,0.0460985,0.017437,0.0467511
test-other,2833,8280,266249,32,opus,12k,0.130116,0.136407,0.0903199,0.121121,0.0861621,0.125758,0.0804808,0.115469,0.0793052,0.118701,0.0732794,0.10375,0.0733405,0.0993767,0.0703097,0.0981103,0.0744385,0.0982696,0.05977,0.0876125,0.038562,0.0781642,0.00161082,0.0491305,0.0204134,0.0437761
test-other,2833,8280,266249,32,opus,8k,0.350397,0.362666,0.281649,0.350708,0.291142,0.400293,0.279386,0.392208,0.277916,0.404002,0.256444,0.35866,0.24416,0.331511,0.20959,0.281805,0.202482,0.268114,0.166051,0.230808,0.111899,0.202124,0.00940341,0.172042,0.0796465,0.150159
test-other,2833,8280,266249,32,opus,6k,0.418045,0.431505,0.346247,0.431545,0.348961,0.476441,0.332663,0.46099,0.322135,0.464992,0.310382,0.431576,0.322189,0.435059,0.311884,0.418438,0.321406,0.427166,0.299767,0.408102,0.267988,0.403944,0.125422,0.383116,0.203146,0.323487
test-other,817,3528,168669,122,mp3,128k,0.00652522,0.00695521,0.00477374,0.00612414,0.0045011,0.00640827,0.00429976,0.0063135,0.0034284,0.00502199,0.00231522,0.00316626,0.00170362,0.00232464,0.00117755,0.00161308,0.000842392,0.00119746,0.000583529,0.000863075,0.000290871,0.000516236,3.08752e-05,0.00111586,0.00181592,0.0078758
test-other,817,3528,168669,122,mp3,64k,0.0130678,0.0137552,0.00969374,0.0127996,0.00935459,0.0137565,0.00873232,0.0130533,0.00663888,0.0095734,0.00447816,0.00605071,0.00314927,0.00428712,0.00205964,0.00277638,0.00136298,0.00185645,0.000922561,0.00130111,0.00047797,0.000819921,3.1352e-05,0.00121421,0.000669479,0.00187367
test-other,817,3528,168669,122,mp3,32k,0.0752167,0.0788095,0.0542936,0.0713646,0.0501702,0.0735301,0.0478593,0.0708546,0.0399958,0.0581415,0.030063,0.0406445,0.0257092,0.0361841,0.0203364,0.0286846,0.0194324,0.0271152,0.0151011,0.0213771,0.00927442,0.0173144,0.000274539,0.0122665,0.00445914,0.0102435
test-other,817,3528,168669,122,mp3,24k,0.135739,0.140893,0.108686,0.139884,0.109657,0.159308,0.105855,0.152384,0.0922854,0.13186,0.0720643,0.0975603,0.060795,0.084727,0.0467035,0.0625933,0.0411336,0.0535286,0.0304943,0.0405647,0.0202386,0.0370764,0.000761151,0.0307384,0.0141133,0.0364618
test-other,817,3528,168669,122,mp3,16k,0.204091,0.210599,0.175184,0.225128,0.187241,0.269841,0.17681,0.257634,0.161974,0.232264,0.131973,0.17766,0.115749,0.159296,0.0919754,0.126596,0.082419,0.108554,0.0647144,0.0857437,0.0421971,0.0779938,0.00168347,0.0637993,0.0298529,0.0680611
test-other,817,3528,168669,122,opus,64k,0.0196656,0.0199848,0.0210661,0.027702,0.0176648,0.0244694,0.0163299,0.0218369,0.0187792,0.0252198,0.0215898,0.0275152,0.0222418,0.0314592,0.021279,0.0286382,0.0253163,0.0306181,0.0237835,0.0296615,0.0163694,0.0317037,0.000111401,0.0105221,0.00135577,0.00505406
test-other,817,3528,168669,122,opus,32k,0.0653635,0.0671982,0.0502613,0.0641294,0.0437453,0.0598552,0.0434003,0.0601113,0.0407097,0.0559124,0.0353181,0.0463326,0.0336198,0.046735,0.0323515,0.0438535,0.0359685,0.0453497,0.0290968,0.0393859,0.0183156,0.0360259,0.000301421,0.0168492,0.00456852,0.0150853
test-other,817,3528,168669,122,opus,16k,0.114576,0.119147,0.0858976,0.112098,0.0789185,0.111979,0.0751503,0.106455,0.0727004,0.100903,0.0631201,0.0848032,0.0658118,0.0874403,0.0637729,0.0811372,0.0723463,0.0841424,0.059751,0.0783306,0.0407119,0.0810946,0.000452042,0.0340946,0.00744992,0.0278077
test-other,817,3528,168669,122,opus,12k,0.161605,0.168295,0.11828,0.153456,0.111579,0.158721,0.108585,0.15552,0.0990326,0.136768,0.0797411,0.10721,0.0771971,0.103944,0.0709785,0.0936469,0.0733805,0.0906767,0.0558214,0.074111,0.0342712,0.0660709,0.00134271,0.0405035,0.00987977,0.0323439
test-other,817,3528,168669,122,opus,8k,0.404492,0.4182,0.288531,0.359046,0.283523,0.389314,0.278662,0.3903,0.24969,0.346636,0.212041,0.281034,0.174266,0.231171,0.144511,0.189281,0.131819,0.163566,0.103693,0.140333,0.0629204,0.119553,0.00150985,0.0725043,0.030171,0.0904533
test-other,817,3528,168669,122,opus,6k,0.483412,0.501016,0.352721,0.439055,0.358272,0.492552,0.355876,0.490949,0.313916,0.434748,0.26231,0.340513,0.2252,0.288041,0.188848,0.238118,0.181899,0.218113,0.145138,0.193844,0.0916371,0.174974,0.00296468,0.1201,0.0449868,0.108004
test-other,1061,3764,168671,28,mp3,128k,0.0109621,0.0119919,0.0080573,0.0109493,0.0074054,0.0111731,0.00670111,0.0108877,0.0062201,0.00962192,0.00487304,0.00712454,0.00371486,0.00551468,0.00300282,0.00433338,0.00251901,0.0037719,0.00196052,0.00290763,0.00131512,0.00195116,0.000172853,0.00278723,0.00148368,0.0033837
test-other,1061,3764,168671,28,mp3,64k,0.0140088,0.0151863,0.0104757,0.0143442,0.00955522,0.0145031,0.00841331,0.0136747,0.00756377,0.0119331,0.00588048,0.0086562,0.00455594,0.00673962,0.00383383,0.005593,0.00337946,0.00510758,0.00275433,0.00413579,0.00208986,0.00308508,0.000750244,0.00586104,0.0143204,0.0249423
test-other,1061,3764,168671,28,mp3,32k,0.0485862,0.0523961,0.0392992,0.0540083,0.0382666,0.0581381,0.0360686,0.0572214,0.0344828,0.053166,0.0330781,0.0460386,0.0295509,0.0402116,0.0238531,0.0320348,0.0235005,0.0323018,0.0189523,0.0276701,0.0121979,0.0217012,0.00173181,0.0201044,0.0195501,0.0345539
test-other,1061,3764,168671,28,mp3,24k,0.115539,0.122983,0.0936812,0.126415,0.0972939,0.149218,0.0922818,0.146229,0.0835254,0.124675,0.0709807,0.0985535,0.0578592,0.0777494,0.053491,0.074255,0.0501597,0.0682745,0.0440682,0.0656397,0.0305949,0.0524799,0.00546592,0.0606266,0.0481036,0.0844156
test-other,1061,3764,168671,28,mp3,16k,0.181842,0.192575,0.160488,0.21367,0.170077,0.255185,0.16591,0.262399,0.155504,0.2339,0.135182,0.19119,0.109449,0.147671,0.100449,0.135806,0.0891017,0.123336,0.073806,0.106583,0.0536538,0.0894393,0.00578374,0.108046,0.0638327,0.129077
test-other,1061,3764,168671,28,opus,64k,0.00435644,0.00477445,0.00280958,0.00396037,0.0024367,0.00373274,0.00233334,0.00375062,0.00305706,0.00458401,0.00273395,0.00429124,0.00151765,0.00213748,0.0014323,0.00191861,0.00192672,0.00284332,0.00176984,0.00392681,0.00142479,0.00543106,4.54783e-05,0.00348699,0.000336945,0.0010165
test-other,1061,3764,168671,28,opus,32k,0.0347112,0.0378068,0.0217239,0.0297125,0.0219389,0.0321729,0.0273287,0.0405738,0.0314379,0.0445711,0.033034,0.0428402,0.0332611,0.0433161,0.0317052,0.0397651,0.0344787,0.0399682,0.0279458,0.0374364,0.0186679,0.0349234,0.000431716,0.0221609,0.00347805,0.0110238
test-other,1061,3764,168671,28,opus,16k,0.0708352,0.0772625,0.0491064,0.069326,0.0448371,0.0686362,0.040553,0.0643029,0.034824,0.0531014,0.0301256,0.0416161,0.0282332,0.0389572,0.0260123,0.0349767,0.0296123,0.0394794,0.0283667,0.0430558,0.0219535,0.0424415,0.00236106,0.0309608,0.0102273,0.027149
test-other,1061,3764,168671,28,opus,12k,0.11091,0.119868,0.0790451,0.110208,0.0758809,0.115813,0.0697143,0.107874,0.0606804,0.0857563,0.0498995,0.0670864,0.0430244,0.0565363,0.0406534,0.0539398,0.0420843,0.0537026,0.0363143,0.0497128,0.0277793,0.047533,0.00235927,0.04666,0.0207614,0.0459819
test-other,1061,3764,168671,28,opus,8k,0.34528,0.365101,0.257707,0.324222,0.301853,0.425926,0.298089,0.43382,0.285092,0.417594,0.260014,0.361722,0.250656,0.338847,0.239687,0.325332,0.223123,0.296524,0.198192,0.268103,0.164541,0.246495,0.0443123,0.32016,0.168487,0.303548
test-other,1061,3764,168671,28,opus,6k,0.424692,0.449868,0.326762,0.41631,0.369913,0.522207,0.358569,0.525624,0.337186,0.501199,0.311928,0.438957,0.298944,0.405557,0.265791,0.355104,0.246716,0.323233,0.200881,0.262966,0.149276,0.22303,0.0214165,0.272205,0.140204,0.25531
test-other,1660,5442,32873,8,mp3,128k,0.00367373,0.00375402,0.00232726,0.00301808,0.00181204,0.0024181,0.00154233,0.00224793,0.00137204,0.00199342,0.00220424,0.00236434,0.00214618,0.00286335,0.00206524,0.00250638,0.00181478,0.00210279,0.00101465,0.0010311,0.000350714,0.000458717,8.70228e-06,0.000404835,0.000271201,0.000627339
test-other,1660,5442,32873,8,mp3,64k,0.00729609,0.00767714,0.00432295,0.00576103,0.00348479,0.00485265,0.00293648,0.00447243,0.00225955,0.00337803,0.00272471,0.00314474,0.00280654,0.00404066,0.00242382,0.00324577,0.00186503,0.00241888,0.00115132,0.00143397,0.000496447,0.000749826,2.90275e-05,0.000929952,0.000809312,0.00168329
test-other,1660,5442,32873,8,mp3,32k,0.0356483,0.0377232,0.0268555,0.036398,0.0242385,0.0350134,0.0210201,0.0326058,0.0171129,0.0264848,0.0143181,0.0204716,0.0127974,0.0184687,0.0115747,0.0171473,0.00975138,0.0154867,0.00827754,0.013715,0.0053876,0.0107466,0.000604391,0.0135559,0.0111578,0.0222386
test-other,1660,5442,32873,8,mp3,24k,0.0677418,0.0713891,0.0557282,0.0756725,0.055163,0.081407,0.0498141,0.0779768,0.0404997,0.0622931,0.0341691,0.0477069,0.0311453,0.041248,0.0287085,0.0369989,0.0255418,0.0324604,0.020269,0.0284244,0.0126311,0.0246543,0.000747204,0.0225365,0.0199336,0.0397415
test-other,1660,5442,32873,8,mp3,16k,0.10921,0.114778,0.100337,0.134409,0.105201,0.155734,0.0997729,0.157334,0.0840688,0.128133,0.0682,0.0942885,0.0571479,0.0765303,0.0499069,0.0651456,0.0432823,0.0573089,0.0360616,0.0519981,0.0258404,0.0449899,0.00217599,0.0534376,0.0336677,0.0688608
test-other,1660,5442,32873,8,opus,64k,0.00313652,0.00327754,0.00235927,0.003241,0.00192428,0.00275767,0.00161129,0.00244772,0.00134188,0.00201601,0.0021717,0.00245088,0.00229901,0.00312191,0.00199968,0.00254035,0.00152254,0.00185364,0.000911593,0.00105095,0.000380814,0.000525236,2.24113e-05,0.000793815,0.00139415,0.00255054
test-other,1660,5442,32873,8,opus,32k,0.043704,0.0454606,0.0234484,0.0314692,0.0223264,0.0318985,0.0203457,0.0289488,0.0180155,0.0253533,0.0198553,0.0251532,0.0196264,0.0253834,0.019182,0.024244,0.0181966,0.0230264,0.0139197,0.0197317,0.00808471,0.016704,0.000311315,0.0113089,0.00958586,0.0223582
test-other,1660,5442,32873,8,opus,16k,0.0954351,0.100322,0.0575895,0.0798665,0.053734,0.0788692,0.0457935,0.0678902,0.0379944,0.0544201,0.0331709,0.0449962,0.0316508,0.0406851,0.03133,0.0407081,0.0302349,0.0402643,0.0259828,0.0388997,0.0156496,0.0321177,0.000875413,0.0257342,0.0146484,0.0318748
test-other,1660,5442,32873,8,opus,12k,0.151354,0.159145,0.100183,0.139099,0.0966308,0.143816,0.0829105,0.125588,0.0696652,0.102804,0.0639552,0.086002,0.0626973,0.0811827,0.0623289,0.0801783,0.0589105,0.0759536,0.0510429,0.0739048,0.0364895,0.0681726,0.00281113,0.0681362,0.0364866,0.0745472
test-other,1660,5442,32873,8,opus,8k,0.334431,0.351467,0.231883,0.303701,0.243446,0.343808,0.233998,0.339297,0.214324,0.307678,0.19484,0.263174,0.181047,0.236026,0.167643,0.212966,0.154948,0.19682,0.125044,0.172055,0.0841758,0.148555,0.00525028,0.151631,0.0798439,0.141971
test-other,1660,5442,32873,8,opus,6k,0.390137,0.410349,0.297306,0.388607,0.306882,0.43717,0.288631,0.425978,0.261307,0.385614,0.234643,0.324025,0.222453,0.295836,0.207024,0.270128,0.197702,0.260299,0.173557,0.244727,0.134966,0.220887,0.0175295,0.279064,0.13002,0.236347
test-other,170,1998,29454,46,mp3,128k,0.00779885,0.0080443,0.00687462,0.00900155,0.00579929,0.00809258,0.00521374,0.00714386,0.00436348,0.00615257,0.00466448,0.00668126,0.011956,0.0165888,0.0144932,0.0190083,0.01608,0.0183871,0.0119767,0.0168232,0.00763059,0.0166782,5.69224e-05,0.00516254,0.00315773,0.0200744
test-other,170,1998,29454,46,mp3,64k,0.0117247,0.0121468,0.0104503,0.0140926,0.00939906,0.0133995,0.00896496,0.0125957,0.00831181,0.0128931,0.0112391,0.0155932,0.01603,0.0221468,0.0166348,0.021509,0.0170996,0.0196424,0.0124698,0.017435,0.00795078,0.0171672,8.79765e-05,0.00606221,0.00422376,0.0252249
test-other,170,1998,29454,46,mp3,32k,0.0505008,0.0520054,0.0513119,0.0686191,0.0514518,0.0739562,0.0498807,0.0721328,0.0475088,0.0702417,0.0462648,0.0627453,0.0421072,0.0554436,0.0405704,0.052589,0.0386997,0.0463693,0.0284601,0.0393705,0.0177686,0.0375136,0.000307679,0.0181529,0.00850207,0.0340271
test-other,170,1998,29454,46,mp3,24k,0.101001,0.101408,0.105205,0.138637,0.120301,0.176234,0.133233,0.195984,0.130587,0.192374,0.105987,0.146161,0.0899835,0.121965,0.0840311,0.113239,0.0787497,0.103398,0.0607333,0.0923964,0.0334658,0.0720262,0.000629663,0.0391726,0.0136639,0.0398417
test-other,170,1998,29454,46,mp3,16k,0.202323,0.201957,0.202593,0.256304,0.225162,0.320809,0.220478,0.321057,0.194519,0.283611,0.152633,0.206016,0.140139,0.182933,0.12924,0.166484,0.125539,0.155256,0.0944978,0.138436,0.0547229,0.115311,0.000740349,0.0539618,0.0139505,0.0482067
test-other,170,1998,29454,46,opus,64k,0.00755262,0.00790113,0.0059092,0.00784236,0.00524378,0.00731301,0.00571626,0.00787103,0.00796986,0.0109474,0.00846195,0.0109925,0.00628841,0.00909704,0.00511658,0.00711548,0.00600129,0.00852871,0.00574732,0.00897098,0.0036363,0.00847995,2.57492e-05,0.00263685,0.000300944,0.000979006
test-other,170,1998,29454,46,opus,32k,0.0466079,0.0483313,0.0313056,0.0400058,0.0274149,0.0368546,0.0274141,0.0369914,0.0266356,0.0352135,0.0262244,0.0346552,0.0374227,0.0486163,0.0426323,0.0547888,0.0490355,0.0579386,0.0391551,0.0559832,0.024046,0.0526665,0.000178993,0.0162265,0.00554025,0.033644
test-other,170,1998,29454,46,opus,16k,0.0914072,0.0955079,0.0726138,0.0962994,0.065614,0.0920061,0.0638733,0.0895696,0.0552737,0.079309,0.0436248,0.0582128,0.0393223,0.0530015,0.0373343,0.049349,0.0376669,0.046762,0.0292782,0.0415916,0.0189301,0.0403928,0.000363767,0.01977,0.0115669,0.0517913
test-other,170,1998,29454,46,opus,12k,0.12866,0.133926,0.114838,0.153154,0.1137,0.162679,0.11935,0.169053,0.117424,0.160581,0.0984465,0.125462,0.09362,0.11757,0.0920184,0.115538,0.0937165,0.113319,0.0729765,0.104566,0.0416622,0.0896462,0.000570953,0.0391862,0.0104597,0.0350334
test-other,170,1998,29454,46,opus,8k,0.322845,0.328837,0.250999,0.320134,0.248787,0.350095,0.25427,0.365995,0.239466,0.345548,0.205334,0.275952,0.181818,0.232982,0.167284,0.21634,0.147755,0.185267,0.113485,0.163707,0.0697082,0.13867,0.00185949,0.0947397,0.0362551,0.108203
test-other,170,1998,29454,46,opus,6k,0.38088,0.387381,0.311367,0.397381,0.315516,0.442949,0.317623,0.452596,0.285416,0.40878,0.243717,0.325267,0.213607,0.271132,0.193898,0.24485,0.175961,0.212522,0.136438,0.18983,0.0946893,0.184863,0.00296563,0.141186,0.0657419,0.161298
test-other,2828,8280,266249,27,mp3,128k,0.0128966,0.0139391,0.0085777,0.0120426,0.00777096,0.0121083,0.00684267,0.0108196,0.00550622,0.00858247,0.00516915,0.00733793,0.00565451,0.00781608,0.00521147,0.00694275,0.0046199,0.00586385,0.00353348,0.00504708,0.00227398,0.00454628,6.41346e-05,0.00324601,0.00153321,0.00338143
test-other,2828,8280,266249,27,mp3,64k,0.017091,0.0183261,0.0119022,0.0167869,0.0109013,0.0170476,0.00964177,0.015289,0.00767356,0.0119475,0.00682718,0.00978059,0.00701743,0.00973618,0.00610268,0.00812978,0.00525892,0.00683457,0.00397694,0.00573438,0.00247598,0.00489563,8.07047e-05,0.00385958,0.00190616,0.00438941
test-other,2828,8280,266249,27,mp3,32k,0.0636009,0.0673816,0.0510276,0.0721483,0.0477465,0.0756459,0.0452816,0.0724859,0.0376077,0.0568383,0.0305595,0.0417147,0.0276499,0.0374691,0.0247371,0.0328228,0.0208391,0.0280849,0.0161623,0.0239639,0.00948238,0.0178447,0.000373244,0.0162563,0.00910103,0.0258356
test-other,2828,8280,266249,27,mp3,24k,0.138435,0.145621,0.108667,0.148547,0.105251,0.161888,0.0945154,0.145598,0.0805536,0.122782,0.0642672,0.0905792,0.0537229,0.0734569,0.0438641,0.0590373,0.0347937,0.0480659,0.0264854,0.0394067,0.0154088,0.0279386,0.000896692,0.0326862,0.0225471,0.0484188
test-other,2828,8280,266249,27,mp3,16k,0.204179,0.213139,0.16907,0.22765,0.169169,0.254644,0.155758,0.24034,0.139187,0.21293,0.115494,0.162143,0.0930747,0.125858,0.0769389,0.101752,0.0626934,0.0822288,0.0484018,0.0680726,0.0316808,0.0554121,0.00169772,0.0639532,0.0384734,0.0801728
test-other,2828,8280,266249,27,opus,64k,0.00452989,0.00486058,0.00278682,0.0039984,0.0023911,0.0037728,0.00222927,0.0035463,0.00210643,0.00332481,0.00239652,0.00339311,0.00208163,0.00298828,0.00221372,0.00344348,0.00223839,0.00370836,0.00204921,0.00311047,0.00142872,0.0032928,2.42591e-05,0.00217634,0.000473261,0.00123751
test-other,2828,8280,266249,27,opus,32k,0.0372063,0.0394551,0.021763,0.0301672,0.0192767,0.0292863,0.0172702,0.0267398,0.0164264,0.0244145,0.0172263,0.0231236,0.0140793,0.018645,0.0128688,0.0165686,0.0115811,0.014531,0.00836545,0.0120023,0.0048399,0.00947464,0.000139117,0.00773931,0.00525659,0.0109189
test-other,2828,8280,266249,27,opus,16k,0.0876602,0.0929398,0.0551423,0.0777974,0.0491236,0.0761329,0.0444794,0.0687672,0.0392666,0.0593743,0.034383,0.0466738,0.0269198,0.0356616,0.0251265,0.0340832,0.0220026,0.0296159,0.0169263,0.0244123,0.0103663,0.0203186,0.000402868,0.0192745,0.0125213,0.0266287
test-other,2828,8280,266249,27,opus,12k,0.12976,0.137042,0.0865351,0.120835,0.0784363,0.120919,0.0706702,0.109264,0.0579872,0.08774,0.0478879,0.0657657,0.0370449,0.0490209,0.0309377,0.0408155,0.0252177,0.0333931,0.0187515,0.0268804,0.0111721,0.0207805,0.00043875,0.0202593,0.0112914,0.0294015
test-other,2828,8280,266249,27,opus,8k,0.37065,0.38557,0.262274,0.341098,0.256606,0.370358,0.249361,0.370226,0.226965,0.331322,0.191606,0.259799,0.16377,0.211378,0.13974,0.178058,0.124301,0.155251,0.0980974,0.133543,0.0657539,0.113742,0.00349486,0.117733,0.0608827,0.121396
test-other,2828,8280,266249,27,opus,6k,0.426331,0.444572,0.329551,0.429073,0.322577,0.467507,0.308353,0.460827,0.276621,0.409504,0.240214,0.333061,0.211055,0.277595,0.186307,0.242051,0.164373,0.208858,0.127194,0.171214,0.0884191,0.147337,0.0045796,0.155016,0.0854559,0.169385
test-other,156,1998,29454,32,mp3,128k,0.010282,0.0106928,0.00838929,0.0110225,0.00769055,0.0112214,0.0068571,0.0105534,0.00617665,0.00952083,0.00924009,0.0130018,0.00846589,0.0116172,0.00847387,0.0120592,0.00979453,0.0122162,0.0083338,0.0113815,0.00573057,0.0111964,0.000202954,0.0062381,0.00152433,0.00377697
test-other,156,1998,29454,32,mp3,64k,0.0158903,0.0164961,0.0129505,0.01714,0.0118302,0.0174442,0.0108599,0.0168723,0.00927275,0.0137,0.0108029,0.0143,0.0105308,0.0136953,0.00990134,0.0132687,0.0113978,0.0150812,0.0110793,0.0169558,0.0075928,0.0175984,0.000237823,0.00919342,0.00179213,0.00471997
test-other,156,1998,29454,32,mp3,32k,0.0645096,0.0658589,0.0598021,0.0791427,0.05826,0.0865262,0.0555984,0.0859274,0.0484135,0.0740724,0.0530011,0.0721846,0.056953,0.0731529,0.0567672,0.0735826,0.0640461,0.0773982,0.0597026,0.0842568,0.0428947,0.0850298,0.00196314,0.0575799,0.0289058,0.0604315
test-other,156,1998,29454,32,mp3,24k,0.129992,0.131631,0.120201,0.157452,0.131422,0.194831,0.131638,0.197858,0.12211,0.1841,0.101838,0.140863,0.0915263,0.118583,0.0875432,0.117132,0.0915164,0.119627,0.0903273,0.136674,0.0705138,0.125757,0.0115398,0.146919,0.0771941,0.162356
test-other,156,1998,29454,32,mp3,16k,0.212427,0.215267,0.210131,0.268724,0.219788,0.315048,0.207979,0.307667,0.1761,0.269707,0.14186,0.201303,0.119388,0.157865,0.1027,0.138453,0.0998616,0.13472,0.0899222,0.134793,0.0673621,0.111208,0.0172774,0.160117,0.100426,0.205862
